Group ID,Customer ID,Display Name,Laptime,Lap Number,Lap Position
83685,83685,Kyle Manger,950179,6,11
157014,157014,Marshall Petersen,968087,6,12
360978,360978,Dani Guerrero Garcia,959105,6,13
381177,381177,Álvaro Serrano,-1,6,14
622225,622225,Eric Richardson,955020,4,33
614484,614484,Alex Hoesel,6413608,1,36
427284,427284,Sven Pohl,1041914,6,15
724180,724180,Kasper Rishøj-Andersen,1044178,6,16
97967,97967,Martin Marconi,1045123,6,17
33003,33003,Leandro Lage,1044058,6,18
578547,578547,Isaac Fairweather,1045940,6,19
529844,529844,Willem Haeger,1043528,6,20
573253,573253,Isidoro Jauregui,1043065,6,21
246571,246571,Fer Sanmartin,1050932,6,22
394487,394487,Joaquín Fanjul M,1043875,6,23
54706,54706,Frank-Eddie Nikolaisen,1043633,6,24
313303,313303,Simen Brunstad,1048884,6,25
171451,171451,Adam Taylor4,1052706,6,26
565167,565167,Felix Ladwig,1052940,6,27
427125,427125,Greg Tassos,1052183,6,28
327682,327682,Andrew Wisdom,1050310,6,29
622362,622362,Ian Ward2,945217,6,30
651723,651723,Javier Maria,944452,7,1
82704,82704,Nicholas Doucette,948753,7,2
619825,619825,Jamie Jukes,940643,7,3
324341,324341,Donald Greathouse,941952,7,4
333638,333638,Maximilian Müller,1062165,6,31
529577,529577,Patryk Klawinski,941491,7,5
724875,724875,Ewan Train,-1,7,6
401140,401140,Aiden McConnaughey,944078,7,7
438837,438837,Benjamin Lawson2,945057,7,8
636584,636584,Chase Brown3,940628,7,9
371766,371766,Casey Hamann,948769,7,10
83685,83685,Kyle Manger,953990,7,11
157014,157014,Marshall Petersen,962979,7,12
360978,360978,Dani Guerrero Garcia,951218,7,13
381177,381177,Álvaro Serrano,948739,7,14
622225,622225,Eric Richardson,951869,5,32
427284,427284,Sven Pohl,1045222,7,15
724180,724180,Kasper Rishøj-Andersen,1045414,7,16
33003,33003,Leandro Lage,1047440,7,17
97967,97967,Martin Marconi,1049890,7,18
578547,578547,Isaac Fairweather,1045756,7,19
529844,529844,Willem Haeger,1046025,7,20
573253,573253,Isidoro Jauregui,1045807,7,21
246571,246571,Fer Sanmartin,1047993,7,22
614484,614484,Alex Hoesel,1170409,2,35
622362,622362,Ian Ward2,958304,7,23
651723,651723,Javier Maria,959881,8,1
394487,394487,Joaquín Fanjul M,1044954,7,24
54706,54706,Frank-Eddie Nikolaisen,1044160,7,25
82704,82704,Nicholas Doucette,949674,8,2
619825,619825,Jamie Jukes,949998,8,3
313303,313303,Simen Brunstad,1044858,7,26
171451,171451,Adam Taylor4,1047581,7,27
565167,565167,Felix Ladwig,1046463,7,28
427125,427125,Greg Tassos,1049321,7,29
324341,324341,Donald Greathouse,942673,8,4
529577,529577,Patryk Klawinski,945134,8,5
327682,327682,Andrew Wisdom,1051387,7,30
724875,724875,Ewan Train,-1,8,6
401140,401140,Aiden McConnaughey,958673,8,7
438837,438837,Benjamin Lawson2,939174,8,8
636584,636584,Chase Brown3,944878,8,9
371766,371766,Casey Hamann,950793,8,10
83685,83685,Kyle Manger,1006179,8,11
333638,333638,Maximilian Müller,1146981,7,31
157014,157014,Marshall Petersen,964926,8,12
360978,360978,Dani Guerrero Garcia,950373,8,13
381177,381177,Álvaro Serrano,-1,8,14
622225,622225,Eric Richardson,955746,6,32
427284,427284,Sven Pohl,1045705,8,15
724180,724180,Kasper Rishøj-Andersen,1042005,8,16
33003,33003,Leandro Lage,1047675,8,17
622362,622362,Ian Ward2,966726,8,18
651723,651723,Javier Maria,952310,9,1
97967,97967,Martin Marconi,1054041,8,19
82704,82704,Nicholas Doucette,948462,9,2
619825,619825,Jamie Jukes,949210,9,3
578547,578547,Isaac Fairweather,1040731,8,20
529844,529844,Willem Haeger,1043624,8,21
573253,573253,Isidoro Jauregui,1045585,8,22
324341,324341,Donald Greathouse,954015,9,4
246571,246571,Fer Sanmartin,1060283,8,23
614484,614484,Alex Hoesel,1053080,3,34
724875,724875,Ewan Train,-1,9,5
401140,401140,Aiden McConnaughey,948417,9,6
394487,394487,Joaquín Fanjul M,1047221,8,24
636584,636584,Chase Brown3,960746,9,7
438837,438837,Benjamin Lawson2,972127,9,8
313303,313303,Simen Brunstad,1057318,8,25
171451,171451,Adam Taylor4,1055100,8,26
371766,371766,Casey Hamann,967017,9,9
565167,565167,Felix Ladwig,1056077,8,27
427125,427125,Greg Tassos,1070548,8,28
529577,529577,Patryk Klawinski,1059543,9,10
327682,327682,Andrew Wisdom,1059377,8,29
83685,83685,Kyle Manger,951833,9,11
54706,54706,Frank-Eddie Nikolaisen,1208670,8,30
157014,157014,Marshall Petersen,965890,9,12
360978,360978,Dani Guerrero Garcia,949062,9,13
333638,333638,Maximilian Müller,1055137,8,31
381177,381177,Álvaro Serrano,1018327,9,14
622225,622225,Eric Richardson,950874,7,32
651723,651723,Javier Maria,955995,10,1
82704,82704,Nicholas Doucette,956143,10,2
619825,619825,Jamie Jukes,971324,10,3
427284,427284,Sven Pohl,1042999,9,15
724180,724180,Kasper Rishøj-Andersen,1045740,9,16
324341,324341,Donald Greathouse,959808,10,4
578547,578547,Isaac Fairweather,1046384,9,17
724875,724875,Ewan Train,971163,10,5
636584,636584,Chase Brown3,950473,10,6
97967,97967,Martin Marconi,1061063,9,18
438837,438837,Benjamin Lawson2,953063,10,7
33003,33003,Leandro Lage,1082274,9,19
401140,401140,Aiden McConnaughey,1003840,10,8
246571,246571,Fer Sanmartin,1057832,9,20
371766,371766,Casey Hamann,998393,10,9
622362,622362,Ian Ward2,1136026,9,21
529577,529577,Patryk Klawinski,972667,10,10
614484,614484,Alex Hoesel,1064715,4,34
394487,394487,Joaquín Fanjul M,1056815,9,22
83685,83685,Kyle Manger,956803,10,11
171451,171451,Adam Taylor4,1069366,9,23
565167,565167,Felix Ladwig,1072161,9,24
427125,427125,Greg Tassos,1054193,9,25
327682,327682,Andrew Wisdom,1050559,9,26
360978,360978,Dani Guerrero Garcia,939455,10,12
157014,157014,Marshall Petersen,969527,10,13
313303,313303,Simen Brunstad,1167694,9,27
54706,54706,Frank-Eddie Nikolaisen,1060054,9,28
333638,333638,Maximilian Müller,1059223,9,29
381177,381177,Álvaro Serrano,951825,10,14
529844,529844,Willem Haeger,1480547,9,30
622225,622225,Eric Richardson,952456,8,32
651723,651723,Javier Maria,937507,11,1
82704,82704,Nicholas Doucette,937195,11,2
619825,619825,Jamie Jukes,940584,11,3
324341,324341,Donald Greathouse,948754,11,4
724875,724875,Ewan Train,941799,11,5
438837,438837,Benjamin Lawson2,959366,11,6
401140,401140,Aiden McConnaughey,942869,11,7
427284,427284,Sven Pohl,1046420,10,15
724180,724180,Kasper Rishøj-Andersen,1045212,10,16
636584,636584,Chase Brown3,1020693,11,8
371766,371766,Casey Hamann,961131,11,9
578547,578547,Isaac Fairweather,1044508,10,17
97967,97967,Martin Marconi,1055284,10,18
83685,83685,Kyle Manger,950919,11,10
33003,33003,Leandro Lage,1070496,10,19
246571,246571,Fer Sanmartin,1060811,10,20
614484,614484,Alex Hoesel,1046250,5,33
360978,360978,Dani Guerrero Garcia,947964,11,11
394487,394487,Joaquín Fanjul M,1047885,10,21
157014,157014,Marshall Petersen,964878,11,12
565167,565167,Felix Ladwig,1051391,10,22
171451,171451,Adam Taylor4,1056600,10,23
427125,427125,Greg Tassos,1070309,10,24
327682,327682,Andrew Wisdom,1054095,10,25
313303,313303,Simen Brunstad,1060775,10,26
529577,529577,Patryk Klawinski,-1,11,13
54706,54706,Frank-Eddie Nikolaisen,1049395,10,27
381177,381177,Álvaro Serrano,964322,11,14
622225,622225,Eric Richardson,956340,9,31
333638,333638,Maximilian Müller,1056423,10,28
529844,529844,Willem Haeger,1177564,10,29
651723,651723,Javier Maria,939833,12,1
82704,82704,Nicholas Doucette,932020,12,2
619825,619825,Jamie Jukes,939692,12,3
324341,324341,Donald Greathouse,943985,12,4
724875,724875,Ewan Train,942123,12,5
622362,622362,Ian Ward2,-1,10,30
438837,438837,Benjamin Lawson2,944101,12,6
401140,401140,Aiden McConnaughey,935709,12,7
636584,636584,Chase Brown3,956286,12,8
371766,371766,Casey Hamann,949448,12,9
427284,427284,Sven Pohl,1043413,11,15
83685,83685,Kyle Manger,955355,12,10
724180,724180,Kasper Rishøj-Andersen,1044004,11,16
343106,343106,Gil Afonso,8469504,2,36
360978,360978,Dani Guerrero Garcia,953718,12,11
578547,578547,Isaac Fairweather,1046921,11,17
97967,97967,Martin Marconi,1050285,11,18
157014,157014,Marshall Petersen,967479,12,12
33003,33003,Leandro Lage,1042628,11,19
246571,246571,Fer Sanmartin,1049702,11,20
394487,394487,Joaquín Fanjul M,1042547,11,21
614484,614484,Alex Hoesel,1057915,6,33
171451,171451,Adam Taylor4,1050874,11,22
565167,565167,Felix Ladwig,1052219,11,23
327682,327682,Andrew Wisdom,1050008,11,24
427125,427125,Greg Tassos,1051633,11,25
381177,381177,Álvaro Serrano,966376,12,13
622225,622225,Eric Richardson,949469,10,31
54706,54706,Frank-Eddie Nikolaisen,1044814,11,26
333638,333638,Maximilian Müller,1061575,11,27
529844,529844,Willem Haeger,1052320,11,28
651723,651723,Javier Maria,941477,13,1
82704,82704,Nicholas Doucette,959644,13,2
324341,324341,Donald Greathouse,946155,13,3
724875,724875,Ewan Train,939725,13,4
401140,401140,Aiden McConnaughey,942113,13,5
438837,438837,Benjamin Lawson2,944207,13,6
619825,619825,Jamie Jukes,1055241,13,7
636584,636584,Chase Brown3,945491,13,8
371766,371766,Casey Hamann,950196,13,9
313303,313303,Simen Brunstad,1682423,11,29
83685,83685,Kyle Manger,950258,13,10
360978,360978,Dani Guerrero Garcia,941888,13,11
427284,427284,Sven Pohl,1045706,12,14
724180,724180,Kasper Rishøj-Andersen,1046540,12,15
157014,157014,Marshall Petersen,966723,13,12
578547,578547,Isaac Fairweather,1043332,12,16
97967,97967,Martin Marconi,1046943,12,17
33003,33003,Leandro Lage,1045547,12,18
246571,246571,Fer Sanmartin,1048372,12,19
394487,394487,Joaquín Fanjul M,1045090,12,20
614484,614484,Alex Hoesel,1052342,7,33
343106,343106,Gil Afonso,1208495,3,35
381177,381177,Álvaro Serrano,960043,13,13
171451,171451,Adam Taylor4,1052175,12,21
565167,565167,Felix Ladwig,1051614,12,22
622225,622225,Eric Richardson,959941,11,30
327682,327682,Andrew Wisdom,1044485,12,23
427125,427125,Greg Tassos,1057618,12,24
54706,54706,Frank-Eddie Nikolaisen,1052251,12,25
333638,333638,Maximilian Müller,1055218,12,26
651723,651723,Javier Maria,942132,14,1
82704,82704,Nicholas Doucette,941408,14,2
529844,529844,Willem Haeger,1057124,12,27
324341,324341,Donald Greathouse,943090,14,3
724875,724875,Ewan Train,945959,14,4
401140,401140,Aiden McConnaughey,941090,14,5
619825,619825,Jamie Jukes,955422,14,6
438837,438837,Benjamin Lawson2,959824,14,7
636584,636584,Chase Brown3,942954,14,8
371766,371766,Casey Hamann,948581,14,9
83685,83685,Kyle Manger,943804,14,10
360978,360978,Dani Guerrero Garcia,947802,14,11
157014,157014,Marshall Petersen,963857,14,12
427284,427284,Sven Pohl,1042187,13,14
724180,724180,Kasper Rishøj-Andersen,1043265,13,15
578547,578547,Isaac Fairweather,1039509,13,16
313303,313303,Simen Brunstad,1193509,12,28
97967,97967,Martin Marconi,1044574,13,17
381177,381177,Álvaro Serrano,964431,14,13
622225,622225,Eric Richardson,959223,12,29
246571,246571,Fer Sanmartin,1048768,13,18
394487,394487,Joaquín Fanjul M,1038114,13,19
614484,614484,Alex Hoesel,1047727,8,33
171451,171451,Adam Taylor4,1047052,13,20
343106,343106,Gil Afonso,1089988,4,35
33003,33003,Leandro Lage,1175446,13,21
565167,565167,Felix Ladwig,1051772,13,22
327682,327682,Andrew Wisdom,1042352,13,23
427125,427125,Greg Tassos,1048131,13,24
54706,54706,Frank-Eddie Nikolaisen,1152429,13,25
651723,651723,Javier Maria,943815,15,1
82704,82704,Nicholas Doucette,938925,15,2
324341,324341,Donald Greathouse,945660,15,3
724875,724875,Ewan Train,938626,15,4
401140,401140,Aiden McConnaughey,941900,15,5
619825,619825,Jamie Jukes,952765,15,6
438837,438837,Benjamin Lawson2,952857,15,7
529844,529844,Willem Haeger,1060731,13,26
636584,636584,Chase Brown3,947362,15,8
371766,371766,Casey Hamann,947176,15,9
333638,333638,Maximilian Müller,1298234,13,27
360978,360978,Dani Guerrero Garcia,942994,15,10
83685,83685,Kyle Manger,1026187,15,11
157014,157014,Marshall Petersen,1038939,15,12
427284,427284,Sven Pohl,1043048,14,14
724180,724180,Kasper Rishøj-Andersen,1041098,14,15
381177,381177,Álvaro Serrano,980513,15,13
622225,622225,Eric Richardson,948869,13,28
578547,578547,Isaac Fairweather,1044565,14,16
313303,313303,Simen Brunstad,1059954,13,29
97967,97967,Martin Marconi,1056227,14,17
394487,394487,Joaquín Fanjul M,1046982,14,18
246571,246571,Fer Sanmartin,1050320,14,19
614484,614484,Alex Hoesel,1054871,9,32
327682,327682,Andrew Wisdom,1048154,14,20
565167,565167,Felix Ladwig,1049439,14,21
427125,427125,Greg Tassos,1052137,14,22
343106,343106,Gil Afonso,1096110,5,34
651723,651723,Javier Maria,945793,16,1
82704,82704,Nicholas Doucette,939367,16,2
324341,324341,Donald Greathouse,943648,16,3
724875,724875,Ewan Train,943248,16,4
171451,171451,Adam Taylor4,1323677,14,23
401140,401140,Aiden McConnaughey,936845,16,5
438837,438837,Benjamin Lawson2,945263,16,6
619825,619825,Jamie Jukes,946766,16,7
33003,33003,Leandro Lage,1368445,14,24
371766,371766,Casey Hamann,959770,16,8
529844,529844,Willem Haeger,1063253,14,25
54706,54706,Frank-Eddie Nikolaisen,1330692,14,26
636584,636584,Chase Brown3,1101177,16,9
360978,360978,Dani Guerrero Garcia,1020930,16,10
333638,333638,Maximilian Müller,1173894,14,27
622225,622225,Eric Richardson,956443,14,28
724180,724180,Kasper Rishøj-Andersen,1041845,15,14
381177,381177,Álvaro Serrano,1026257,16,11
83685,83685,Kyle Manger,1297792,16,12
427284,427284,Sven Pohl,1106694,15,15
313303,313303,Simen Brunstad,1058965,14,29
578547,578547,Isaac Fairweather,1100297,15,16
97967,97967,Martin Marconi,1121945,15,17
614484,614484,Alex Hoesel,1052324,10,32
651723,651723,Javier Maria,941646,17,1
82704,82704,Nicholas Doucette,936112,17,2
565167,565167,Felix Ladwig,1111448,15,18
343106,343106,Gil Afonso,1075938,6,34
324341,324341,Donald Greathouse,945710,17,3
724875,724875,Ewan Train,938933,17,4
157014,157014,Marshall Petersen,1498304,16,13
394487,394487,Joaquín Fanjul M,1302550,15,19
401140,401140,Aiden McConnaughey,944144,17,5
246571,246571,Fer Sanmartin,1339862,15,20
438837,438837,Benjamin Lawson2,945172,17,6
619825,619825,Jamie Jukes,953341,17,7
427125,427125,Greg Tassos,1297292,15,21
327682,327682,Andrew Wisdom,1333680,15,22
371766,371766,Casey Hamann,956656,17,8
33003,33003,Leandro Lage,1048052,15,23
171451,171451,Adam Taylor4,1178708,15,24
636584,636584,Chase Brown3,945306,17,9
529844,529844,Willem Haeger,1055037,15,25
333638,333638,Maximilian Müller,1056653,15,26
54706,54706,Frank-Eddie Nikolaisen,1174624,15,27
622225,622225,Eric Richardson,950478,15,28
83685,83685,Kyle Manger,951492,17,10
360978,360978,Dani Guerrero Garcia,1304101,17,11
313303,313303,Simen Brunstad,1058560,15,29
651723,651723,Javier Maria,950236,18,1
82704,82704,Nicholas Doucette,949446,18,2
724180,724180,Kasper Rishøj-Andersen,1271761,16,14
324341,324341,Donald Greathouse,948370,18,3
614484,614484,Alex Hoesel,1140550,11,31
157014,157014,Marshall Petersen,944281,17,12
438837,438837,Benjamin Lawson2,946574,18,4
724875,724875,Ewan Train,1015431,18,5
343106,343106,Gil Afonso,1099327,7,34
427284,427284,Sven Pohl,1359651,16,15
401140,401140,Aiden McConnaughey,1018628,18,6
578547,578547,Isaac Fairweather,1347160,16,16
619825,619825,Jamie Jukes,1022467,18,7
97967,97967,Martin Marconi,1385422,16,17
394487,394487,Joaquín Fanjul M,1165787,16,18
371766,371766,Casey Hamann,1039836,18,8
636584,636584,Chase Brown3,947357,18,9
33003,33003,Leandro Lage,1044923,16,19
246571,246571,Fer Sanmartin,1172734,16,20
565167,565167,Felix Ladwig,1353611,16,21
427125,427125,Greg Tassos,1172636,16,22
381177,381177,Álvaro Serrano,1664744,17,13
171451,171451,Adam Taylor4,1059207,16,23
327682,327682,Andrew Wisdom,1197933,16,24
529844,529844,Willem Haeger,1060113,16,25
622225,622225,Eric Richardson,947829,16,26
333638,333638,Maximilian Müller,1053082,16,27
54706,54706,Frank-Eddie Nikolaisen,1050411,16,28
83685,83685,Kyle Manger,947774,18,10
360978,360978,Dani Guerrero Garcia,945174,18,11
313303,313303,Simen Brunstad,1063004,16,29
82704,82704,Nicholas Doucette,1013418,19,1
651723,651723,Javier Maria,1019282,19,2
157014,157014,Marshall Petersen,950467,18,12
324341,324341,Donald Greathouse,1012089,19,3
438837,438837,Benjamin Lawson2,949465,19,4
724180,724180,Kasper Rishøj-Andersen,1171435,17,14
427284,427284,Sven Pohl,1045465,17,15
614484,614484,Alex Hoesel,1141355,12,30
578547,578547,Isaac Fairweather,1040559,17,16
343106,343106,Gil Afonso,1088962,8,34
97967,97967,Martin Marconi,1047700,17,17
636584,636584,Chase Brown3,1014397,19,5
394487,394487,Joaquín Fanjul M,1049253,17,18
33003,33003,Leandro Lage,1043720,17,19
381177,381177,Álvaro Serrano,960483,18,13
246571,246571,Fer Sanmartin,1046500,17,20
724875,724875,Ewan Train,1286906,19,6
565167,565167,Felix Ladwig,1051286,17,21
427125,427125,Greg Tassos,1055863,17,22
171451,171451,Adam Taylor4,1049120,17,23
619825,619825,Jamie Jukes,1273319,19,7
327682,327682,Andrew Wisdom,1046468,17,24
401140,401140,Aiden McConnaughey,1365975,19,8
622225,622225,Eric Richardson,954168,17,25
371766,371766,Casey Hamann,1288188,19,9
529844,529844,Willem Haeger,1137514,17,26
83685,83685,Kyle Manger,955655,19,10
