Group ID,Customer ID,Display Name,Laptime,Lap Number,Lap Position
360978,360978,Dani Guerrero Garcia,941233,19,11
54706,54706,Frank-Eddie Nikolaisen,1059669,17,27
333638,333638,Maximilian Müller,1061391,17,28
157014,157014,Marshall Petersen,944462,19,12
313303,313303,Simen Brunstad,1057713,17,29
438837,438837,Benjamin Lawson2,1012767,20,1
724180,724180,Kasper Rishøj-Andersen,1053512,18,14
614484,614484,Alex Hoesel,1045740,13,30
651723,651723,Javier Maria,1265977,20,2
82704,82704,Nicholas Doucette,1270904,20,3
427284,427284,Sven Pohl,1054543,18,15
578547,578547,Isaac Fairweather,1043450,18,16
343106,343106,Gil Afonso,1083172,9,33
381177,381177,Álvaro Serrano,965895,19,13
324341,324341,Donald Greathouse,-1,20,4
724875,724875,Ewan Train,951297,20,5
97967,97967,Martin Marconi,1048613,18,17
394487,394487,Joaquín Fanjul M,1049854,18,18
33003,33003,Leandro Lage,1054629,18,19
619825,619825,Jamie Jukes,951733,20,6
246571,246571,Fer Sanmartin,1051594,18,20
401140,401140,Aiden McConnaughey,945638,20,7
565167,565167,Felix Ladwig,1046936,18,21
622225,622225,Eric Richardson,965457,18,22
427125,427125,Greg Tassos,1052119,18,23
171451,171451,Adam Taylor4,1051162,18,24
371766,371766,Casey Hamann,949151,20,8
327682,327682,Andrew Wisdom,1077389,18,25
83685,83685,Kyle Manger,955116,20,9
360978,360978,Dani Guerrero Garcia,948866,20,10
636584,636584,Chase Brown3,1265758,20,11
529844,529844,Willem Haeger,1061121,18,26
54706,54706,Frank-Eddie Nikolaisen,1050841,18,27
333638,333638,Maximilian Müller,1056368,18,28
157014,157014,Marshall Petersen,945857,20,12
313303,313303,Simen Brunstad,1062399,18,29
82704,82704,Nicholas Doucette,943763,21,1
651723,651723,Javier Maria,944805,21,2
724180,724180,Kasper Rishøj-Andersen,1048845,19,14
614484,614484,Alex Hoesel,1056599,14,30
724875,724875,Ewan Train,944444,21,3
427284,427284,Sven Pohl,1067302,19,15
578547,578547,Isaac Fairweather,1044791,19,16
381177,381177,Álvaro Serrano,969749,20,13
438837,438837,Benjamin Lawson2,1258264,21,4
619825,619825,Jamie Jukes,954310,21,5
343106,343106,Gil Afonso,1101614,10,33
401140,401140,Aiden McConnaughey,961578,21,6
97967,97967,Martin Marconi,1052700,19,17
394487,394487,Joaquín Fanjul M,1058160,19,18
33003,33003,Leandro Lage,1051367,19,19
246571,246571,Fer Sanmartin,1047499,19,20
371766,371766,Casey Hamann,970062,21,7
83685,83685,Kyle Manger,943448,21,8
622225,622225,Eric Richardson,1027124,19,21
565167,565167,Felix Ladwig,1049231,19,22
360978,360978,Dani Guerrero Garcia,949423,21,9
636584,636584,Chase Brown3,960521,21,10
427125,427125,Greg Tassos,1061423,19,23
171451,171451,Adam Taylor4,1055949,19,24
327682,327682,Andrew Wisdom,1071872,19,25
529844,529844,Willem Haeger,1055675,19,26
54706,54706,Frank-Eddie Nikolaisen,1047434,19,27
333638,333638,Maximilian Müller,1057683,19,28
157014,157014,Marshall Petersen,950769,21,11
313303,313303,Simen Brunstad,1061257,19,29
82704,82704,Nicholas Doucette,942164,22,1
651723,651723,Javier Maria,944658,22,2
324341,324341,Donald Greathouse,1878850,21,12
724875,724875,Ewan Train,951388,22,3
381177,381177,Álvaro Serrano,966876,21,13
438837,438837,Benjamin Lawson2,959689,22,4
724180,724180,Kasper Rishøj-Andersen,1050762,20,14
619825,619825,Jamie Jukes,954307,22,5
427284,427284,Sven Pohl,1043694,20,15
578547,578547,Isaac Fairweather,1047635,20,16
614484,614484,Alex Hoesel,1079253,15,30
401140,401140,Aiden McConnaughey,954599,22,6
97967,97967,Martin Marconi,1051123,20,17
371766,371766,Casey Hamann,972253,22,7
394487,394487,Joaquín Fanjul M,1048347,20,18
360978,360978,Dani Guerrero Garcia,960952,22,8
343106,343106,Gil Afonso,1098457,11,32
636584,636584,Chase Brown3,950669,22,9
83685,83685,Kyle Manger,1004908,22,10
33003,33003,Leandro Lage,1046579,20,19
246571,246571,Fer Sanmartin,1046802,20,20
565167,565167,Felix Ladwig,1049277,20,21
427125,427125,Greg Tassos,1050592,20,22
171451,171451,Adam Taylor4,1050366,20,23
327682,327682,Andrew Wisdom,1050937,20,24
622225,622225,Eric Richardson,1211922,20,25
529844,529844,Willem Haeger,1057222,20,26
157014,157014,Marshall Petersen,952991,22,11
54706,54706,Frank-Eddie Nikolaisen,1052568,20,27
333638,333638,Maximilian Müller,1055393,20,28
651723,651723,Javier Maria,941060,23,1
82704,82704,Nicholas Doucette,944487,23,2
324341,324341,Donald Greathouse,944632,22,12
313303,313303,Simen Brunstad,1069368,20,29
724875,724875,Ewan Train,937102,23,3
381177,381177,Álvaro Serrano,-1,22,13
438837,438837,Benjamin Lawson2,942906,23,4
619825,619825,Jamie Jukes,950525,23,5
724180,724180,Kasper Rishøj-Andersen,1047591,21,14
401140,401140,Aiden McConnaughey,1006912,23,6
427284,427284,Sven Pohl,1043211,21,15
578547,578547,Isaac Fairweather,1041512,21,16
371766,371766,Casey Hamann,949105,23,7
360978,360978,Dani Guerrero Garcia,945768,23,8
83685,83685,Kyle Manger,-1,23,9
97967,97967,Martin Marconi,1046146,21,17
636584,636584,Chase Brown3,1048001,23,10
394487,394487,Joaquín Fanjul M,-1,21,18
33003,33003,Leandro Lage,1055006,21,19
246571,246571,Fer Sanmartin,1052450,21,20
614484,614484,Alex Hoesel,1226525,16,30
343106,343106,Gil Afonso,1112844,12,31
565167,565167,Felix Ladwig,1065920,21,21
427125,427125,Greg Tassos,1055927,21,22
171451,171451,Adam Taylor4,1059591,21,23
622225,622225,Eric Richardson,958947,21,24
157014,157014,Marshall Petersen,952411,23,11
327682,327682,Andrew Wisdom,1067991,21,25
529844,529844,Willem Haeger,1057088,21,26
54706,54706,Frank-Eddie Nikolaisen,1049473,21,27
333638,333638,Maximilian Müller,1052779,21,28
82704,82704,Nicholas Doucette,939201,24,1
651723,651723,Javier Maria,939809,24,2
324341,324341,Donald Greathouse,948019,23,12
724875,724875,Ewan Train,955927,24,3
438837,438837,Benjamin Lawson2,945757,24,4
381177,381177,Álvaro Serrano,976775,23,13
313303,313303,Simen Brunstad,1057015,21,29
619825,619825,Jamie Jukes,953764,24,5
401140,401140,Aiden McConnaughey,950773,24,6
360978,360978,Dani Guerrero Garcia,945483,24,7
371766,371766,Casey Hamann,966119,24,8
724180,724180,Kasper Rishøj-Andersen,1049295,22,14
83685,83685,Kyle Manger,-1,24,9
427284,427284,Sven Pohl,1043843,22,15
578547,578547,Isaac Fairweather,1043670,22,16
636584,636584,Chase Brown3,951525,24,10
97967,97967,Martin Marconi,1052354,22,17
33003,33003,Leandro Lage,1046741,22,18
394487,394487,Joaquín Fanjul M,-1,22,19
246571,246571,Fer Sanmartin,1052464,22,20
622225,622225,Eric Richardson,980753,22,21
565167,565167,Felix Ladwig,1044592,22,22
343106,343106,Gil Afonso,1091839,13,31
157014,157014,Marshall Petersen,973228,24,11
427125,427125,Greg Tassos,1057170,22,23
171451,171451,Adam Taylor4,1058140,22,24
614484,614484,Alex Hoesel,1176238,17,30
327682,327682,Andrew Wisdom,1064293,22,25
529844,529844,Willem Haeger,1063178,22,26
54706,54706,Frank-Eddie Nikolaisen,1050659,22,27
82704,82704,Nicholas Doucette,948410,25,1
651723,651723,Javier Maria,952972,25,2
333638,333638,Maximilian Müller,1071280,22,28
324341,324341,Donald Greathouse,943332,24,12
724875,724875,Ewan Train,937573,25,3
438837,438837,Benjamin Lawson2,944069,25,4
381177,381177,Álvaro Serrano,960578,24,13
619825,619825,Jamie Jukes,954485,25,5
401140,401140,Aiden McConnaughey,951651,25,6
313303,313303,Simen Brunstad,1060409,22,29
360978,360978,Dani Guerrero Garcia,947130,25,7
371766,371766,Casey Hamann,950554,25,8
83685,83685,Kyle Manger,-1,25,9
724180,724180,Kasper Rishøj-Andersen,1043694,23,14
636584,636584,Chase Brown3,948079,25,10
578547,578547,Isaac Fairweather,1042040,23,15
427284,427284,Sven Pohl,1045840,23,16
97967,97967,Martin Marconi,1047819,23,17
622225,622225,Eric Richardson,956799,23,18
33003,33003,Leandro Lage,1046863,23,19
157014,157014,Marshall Petersen,952147,25,11
394487,394487,Joaquín Fanjul M,1043141,23,20
246571,246571,Fer Sanmartin,1047622,23,21
565167,565167,Felix Ladwig,1048751,23,22
427125,427125,Greg Tassos,1051597,23,23
171451,171451,Adam Taylor4,1057926,23,24
343106,343106,Gil Afonso,1100778,14,31
614484,614484,Alex Hoesel,1048824,18,30
327682,327682,Andrew Wisdom,1062324,23,25
82704,82704,Nicholas Doucette,946952,26,1
529844,529844,Willem Haeger,1055242,23,26
651723,651723,Javier Maria,1013992,26,2
324341,324341,Donald Greathouse,942482,25,12
724875,724875,Ewan Train,942658,26,3
333638,333638,Maximilian Müller,1062305,23,27
438837,438837,Benjamin Lawson2,942899,26,4
54706,54706,Frank-Eddie Nikolaisen,1144282,23,28
619825,619825,Jamie Jukes,952005,26,5
381177,381177,Álvaro Serrano,977653,25,13
401140,401140,Aiden McConnaughey,952068,26,6
360978,360978,Dani Guerrero Garcia,951294,26,7
371766,371766,Casey Hamann,963446,26,8
83685,83685,Kyle Manger,-1,26,9
313303,313303,Simen Brunstad,1055626,23,29
636584,636584,Chase Brown3,962244,26,10
724180,724180,Kasper Rishøj-Andersen,1050385,24,14
578547,578547,Isaac Fairweather,1043122,24,15
427284,427284,Sven Pohl,1042867,24,16
622225,622225,Eric Richardson,956114,24,17
157014,157014,Marshall Petersen,946612,26,11
97967,97967,Martin Marconi,1050225,24,18
33003,33003,Leandro Lage,1045554,24,19
394487,394487,Joaquín Fanjul M,1040916,24,20
246571,246571,Fer Sanmartin,1041414,24,21
565167,565167,Felix Ladwig,1050017,24,22
427125,427125,Greg Tassos,1051151,24,23
82704,82704,Nicholas Doucette,957731,27,1
171451,171451,Adam Taylor4,1057141,24,24
614484,614484,Alex Hoesel,1051376,19,30
343106,343106,Gil Afonso,1087058,15,31
651723,651723,Javier Maria,951846,27,2
324341,324341,Donald Greathouse,-1,26,12
327682,327682,Andrew Wisdom,1061586,24,25
724875,724875,Ewan Train,942388,27,3
438837,438837,Benjamin Lawson2,943123,27,4
619825,619825,Jamie Jukes,946045,27,5
333638,333638,Maximilian Müller,1055414,24,26
381177,381177,Álvaro Serrano,962825,26,13
54706,54706,Frank-Eddie Nikolaisen,1052893,24,27
529844,529844,Willem Haeger,1216709,24,28
401140,401140,Aiden McConnaughey,947161,27,6
360978,360978,Dani Guerrero Garcia,943454,27,7
371766,371766,Casey Hamann,952456,27,8
83685,83685,Kyle Manger,961141,27,9
636584,636584,Chase Brown3,942782,27,10
313303,313303,Simen Brunstad,1057594,24,29
622225,622225,Eric Richardson,948116,25,14
724180,724180,Kasper Rishøj-Andersen,1045261,25,15
157014,157014,Marshall Petersen,946037,27,11
578547,578547,Isaac Fairweather,1042358,25,16
427284,427284,Sven Pohl,1042430,25,17
97967,97967,Martin Marconi,1047653,25,18
33003,33003,Leandro Lage,1046712,25,19
394487,394487,Joaquín Fanjul M,1050271,25,20
246571,246571,Fer Sanmartin,1047708,25,21
82704,82704,Nicholas Doucette,947920,28,1
565167,565167,Felix Ladwig,1049290,25,22
651723,651723,Javier Maria,950672,28,2
324341,324341,Donald Greathouse,-1,27,12
427125,427125,Greg Tassos,1054888,25,23
724875,724875,Ewan Train,948675,28,3
171451,171451,Adam Taylor4,1055535,25,24
614484,614484,Alex Hoesel,1052772,20,30
438837,438837,Benjamin Lawson2,939209,28,4
343106,343106,Gil Afonso,1081564,16,31
327682,327682,Andrew Wisdom,1056910,25,25
619825,619825,Jamie Jukes,946512,28,5
381177,381177,Álvaro Serrano,964068,27,13
401140,401140,Aiden McConnaughey,952484,28,6
333638,333638,Maximilian Müller,1057957,25,26
360978,360978,Dani Guerrero Garcia,946548,28,7
54706,54706,Frank-Eddie Nikolaisen,1049511,25,27
371766,371766,Casey Hamann,952328,28,8
83685,83685,Kyle Manger,952921,28,9
636584,636584,Chase Brown3,943914,28,10
529844,529844,Willem Haeger,1174969,25,28
313303,313303,Simen Brunstad,1072033,25,29
622225,622225,Eric Richardson,949668,26,14
157014,157014,Marshall Petersen,945698,28,11
724180,724180,Kasper Rishøj-Andersen,1048553,26,15
578547,578547,Isaac Fairweather,1037400,26,16
427284,427284,Sven Pohl,1037339,26,17
82704,82704,Nicholas Doucette,956229,29,1
97967,97967,Martin Marconi,1047379,26,18
33003,33003,Leandro Lage,1044421,26,19
394487,394487,Joaquín Fanjul M,1040616,26,20
246571,246571,Fer Sanmartin,1045020,26,21
651723,651723,Javier Maria,948103,29,2
324341,324341,Donald Greathouse,944979,28,12
724875,724875,Ewan Train,944257,29,3
565167,565167,Felix Ladwig,1044949,26,22
438837,438837,Benjamin Lawson2,970960,29,4
427125,427125,Greg Tassos,1052479,26,23
171451,171451,Adam Taylor4,1055257,26,24
614484,614484,Alex Hoesel,1051117,21,30
619825,619825,Jamie Jukes,949137,29,5
381177,381177,Álvaro Serrano,951517,28,13
343106,343106,Gil Afonso,1081527,17,31
327682,327682,Andrew Wisdom,1066336,26,25
401140,401140,Aiden McConnaughey,945275,29,6
360978,360978,Dani Guerrero Garcia,946650,29,7
371766,371766,Casey Hamann,952193,29,8
83685,83685,Kyle Manger,952294,29,9
333638,333638,Maximilian Müller,1062637,26,26
54706,54706,Frank-Eddie Nikolaisen,1058903,26,27
636584,636584,Chase Brown3,944137,29,10
529844,529844,Willem Haeger,1053046,26,28
622225,622225,Eric Richardson,952744,27,14
157014,157014,Marshall Petersen,945515,29,11
313303,313303,Simen Brunstad,1105729,26,29
578547,578547,Isaac Fairweather,1047636,27,15
427284,427284,Sven Pohl,1072528,27,16
724180,724180,Kasper Rishøj-Andersen,1470606,27,17
